timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_vol,taker_buy_quote_vol
1609459200000,28948.19,29668.86,28627.12,29337.16,210716.398,6157505024.08511,1511793,101247.902,2960175587.62208
1609545600000,29337.15,33480.0,28958.24,32199.91,545541.08,17122938614.7061,3514545,273388.463,8578964529.70894
1609632000000,32198.41,34832.25,32000.02,33054.53,487486.989,16389111411.5276,3325307,238761.657,8029365512.72767
1609718400000,33053.93,33653.56,27800.0,32031.07,506128.023,15879195836.25302,3470951,242947.199,7626162910.4066
1609804800000,32029.55,34500.0,29900.0,33999.52,433720.833,13959353458.55198,3077140,214417.082,6904989558.83828
1609891200000,33999.51,37037.51,33356.46,36823.68,444019.83,15515216052.16546,3343780,221236.888,7735680984.28917
1609977600000,36825.77,40565.62,36337.36,39498.92,520147.908,19955559504.79166,3936708,257944.968,9900486395.62111
1610064000000,39498.32,42125.51,36539.77,40637.23,518080.826,20667265854.49486,4247011,254344.167,10152865266.04328
1610150400000,40638.91,41539.88,38733.28,40136.04,260882.805,10520523013.40685,2489926,126105.315,5086880791.19798
1610236800000,40136.05,41412.12,35268.0,38221.67,436759.048,17027093434.55105,3699058,211717.223,8261995935.20996
1610323200000,38200.01,38322.18,30448.0,35408.46,906275.651,30742156595.35393,7483656,443696.59,15052872048.13838
1610409600000,35406.92,36693.44,32600.0,34056.9,449065.693,15590695938.85224,4292644,222279.828,7719925265.67209
1610496000000,34065.53,37880.0,32420.0,37421.07,398188.088,13803091615.05157,3801367,199377.684,6916994865.68764
1610582400000,37416.34,40189.39,36764.33,39163.31,353142.386,13663753723.40309,3501513,175843.746,6805766674.20038
1610668800000,39163.31,39790.0,34478.0,36755.24,437610.113,16148530126.35195,4212641,215685.402,7958729167.12342
1610755200000,36755.25,38000.0,35366.0,36025.66,301102.477,11103654689.8084,3011057,146509.381,5406319579.73528
1610841600000,36025.65,36898.0,33863.5,35869.83,287686.129,10206002445.01776,2832554,142749.218,5067322177.93342
1610928000000,35875.72,37547.94,34808.47,36686.86,253386.703,9167208119.70183,2509593,126929.278,4593293225.33017
1611014400000,36690.0,37961.0,35850.0,35891.03,257889.419,9530202433.37249,2463060,127747.175,4722978204.94744
1611100800000,35891.74,36461.44,33403.0,35500.0,329192.419,11521126165.52288,3069181,160202.354,5609941255.6082
1611187200000,35499.23,35636.17,30069.9,30879.97,550562.277,17863845664.01804,4767974,269649.681,8750951225.90137
1611273600000,30875.77,33831.52,28880.0,32986.34,453568.538,14265924156.72767,4072699,225783.671,7105649881.87084
1611360000000,32990.08,33495.0,31405.0,32086.48,256776.411,8300485557.20308,2533905,126744.171,4098792684.45926
1611446400000,32086.48,33125.75,30914.2,32275.63,212107.044,6824806447.15319,2205550,106443.006,3426090935.55021
1611532800000,32274.88,34880.0,31921.47,32253.68,316687.524,10588161978.70822,2871028,157598.395,5269771249.60753
1611619200000,32253.68,32950.0,30810.0,32474.14,346861.707,11060562208.1513,3088089,172363.344,5498592866.30905
1611705600000,32474.81,32562.2,29240.0,30381.04,431022.839,13269633440.99824,3665833,213394.744,6569777789.60455
1611792000000,30382.96,33778.95,29843.33,33399.75,311528.373,9909261735.25709,2824829,158511.479,5044260580.57025
1611878400000,33399.99,38641.1,31960.0,34269.35,713579.785,25293550971.74301,5920737,355439.304,12607381324.40294
1611964800000,34267.04,34988.88,32849.06,34289.85,267861.872,9109013883.23461,2754794,133627.383,4545355581.08445
1612051200000,34284.76,34393.22,32193.04,33126.21,211293.891,7052326918.52193,2233259,103318.718,3448995451.58184
1612137600000,33125.11,34720.0,32322.47,33546.09,240632.325,8121385637.13714,2421173,122660.726,4140348904.80228
1612224000000,33546.08,36041.0,33450.0,35504.06,239856.23,8364687573.37923,2345193,123537.063,4307892154.68184
1612310400000,35504.07,37700.0,35410.0,37652.51,240308.078,8788925454.96376,2331826,121022.039,4426236187.28981
1612396800000,37651.92,38833.0,36233.0,36976.93,306715.022,11507154016.35826,2825262,150086.367,5633298481.01459
1612483200000,36975.19,38411.82,36586.68,38362.65,196277.444,7395595524.77548,2144343,97203.231,3663358803.14247
1612569600000,38357.17,40992.4,38269.0,39249.54,310826.315,12369698321.04784,3050313,154728.277,6158712068.9744
1612656000000,39249.53,39757.87,37403.27,38849.25,296721.925,11466152232.53475,2896234,143721.734,5556013185.10293
1612742400000,38849.24,47146.0,38037.0,46451.32,440167.093,18769855154.62719,4374347,223454.335,9531054201.64643
1612828800000,46451.32,48266.36,45057.65,46492.54,381477.426,17820342806.81088,3957333,185490.943,8668372535.76928
1612915200000,46492.53,47475.0,43770.0,44850.0,334979.017,15286260787.69888,3259151,163672.458,7471185203.89336
1613001600000,44850.0,48810.0,44038.97,48060.21,330540.045,15468624715.76271,3326357,164596.168,7703204734.55109
1613088000000,48060.21,49278.98,46121.0,47361.03,259186.288,12341281000.02568,2862051,127514.459,6074419175.14162
1613174400000,47364.0,48290.0,46252.1,47221.62,199965.397,9438075938.38798,2253613,97689.069,4611739861.20951
1613260800000,47221.63,49875.16,47093.16,48655.21,241935.666,11797051402.90574,2598883,119727.737,5838366527.84185
1613347200000,48655.21,49100.0,45349.21,47981.58,248960.404,11872149326.83184,2721739,119328.817,5693484067.17141
1613433600000,47981.6,50953.44,47101.02,49197.94,343592.011,16865499630.28187,3477742,170702.582,8383271303.03656
1613520000000,49197.93,52800.0,49029.62,52194.62,312007.458,15897490858.65766,3332737,157467.485,8026680480.35362
1613606400000,52194.62,52640.0,50948.0,51619.7,185489.89,9627115933.97444,2199927,88315.345,4584365118.70008
1613692800000,51612.46,56582.0,50800.0,56004.1,257911.872,13784775685.92855,2913704,129990.325,6952543903.37133
1613779200000,56005.85,57699.0,53905.0,55917.41,240296.308,13529409884.87238,2830372,115701.933,6517025362.77697
1613865600000,55908.45,58472.14,55564.5,57487.43,196820.573,11254047090.53712,2277504,97912.556,5599464711.05343
1613952000000,57475.5,57591.87,47751.42,54121.1,480660.187,25951996709.77277,4903878,228365.294,12342132886.7966
1614038400000,54125.55,54260.12,44893.82,48930.0,748737.462,36297078764.52196,8009736,368110.652,17851832105.3483
1614124800000,48930.01,51435.58,47000.0,49702.03,333415.219,16590055728.58514,3748411,165014.334,8212207708.16425
1614211200000,49702.05,52134.96,46685.43,47089.37,349943.016,17447887799.89135,3922104,172353.771,8600369481.86736
1614297600000,47087.97,48438.01,44100.0,46313.13,440670.32,20499678357.29738,4687978,217772.731,10135954016.12082
1614384000000,46313.12,48476.05,44926.77,46102.63,256027.074,12038528819.38199,2956397,126959.956,5969498435.10788
1614470400000,46097.09,46678.0,43002.05,45163.36,370358.825,16549302262.98406,4080209,183636.78,8206337628.79557
1614556800000,45162.64,49800.0,44972.49,49592.7,315659.931,15061638936.4441,3611436,158078.422,7544487587.25809
1614643200000,49594.99,50221.77,47058.06,48450.57,273100.435,13251422043.06818,2970983,133977.099,6501372777.38002
1614729600000,48454.21,52681.51,48110.66,50373.75,350311.234,17795826816.36179,3781970,176625.272,8973331373.35146
1614816000000,50373.75,51800.0,47500.0,48385.77,387428.957,19138827120.97486,4199301,188509.044,9316363162.0446
1614902400000,48385.77,49470.0,46320.0,48770.57,354602.756,16912469978.52838,3864290,175791.28,8385994290.72248
1614988800000,48772.68,49253.63,47090.0,48908.21,215092.91,10381734354.30114,2557063,106587.185,5145716456.27842
1615075200000,48908.21,51480.0,48908.21,50995.27,248398.116,12500440245.10043,2883079,125296.257,6305916043.13975
1615161600000,50991.35,52450.0,49310.0,52429.43,308339.866,15655716338.59208,3279581,155092.51,7877090707.62844
1615248000000,52429.43,54950.0,51880.0,54917.78,285604.798,15409273884.4457,3312320,140878.102,7601587041.40018
1615334400000,54917.78,57500.92,53061.0,55947.98,401159.493,22279865576.81882,4457083,197030.813,10945834708.3222
1615420800000,55949.3,58283.0,54356.44,57844.52,364681.318,20569039537.4537,4355363,177889.476,10037536966.99869
1615507200000,57842.64,58186.33,55074.3,57291.03,335495.042,19043301948.5384,4054963,163059.636,9258204347.64983
1615593600000,57291.04,61950.0,56136.0,61267.41,320322.173,18993462517.01946,3901445,163088.218,9672335710.00012
1615680000000,61267.41,61798.0,59005.0,59037.12,231991.901,14012489135.14827,2783273,111414.603,6732127310.64745
1615766400000,59037.11,60740.0,54517.28,55646.61,448820.83,25683051451.71488,4839296,216862.556,12413877922.53143
1615852800000,55646.61,56988.0,53335.0,56954.19,339718.202,18756792660.06864,4041818,167192.901,9235749666.02367
1615939200000,56953.23,59078.79,54154.93,58959.0,339397.712,19076274044.57065,3916228,168453.582,9472373944.11505
1616025600000,58959.01,60510.0,57072.0,57700.01,305100.026,17876750420.56641,3505186,146854.697,8607128783.55504
1616112000000,57700.01,59550.0,56301.27,58089.11,259039.479,15107378224.02806,3136922,128071.253,7471941657.80573
1616198400000,58089.11,59948.0,57881.0,58145.61,203680.149,12000524068.54844,2543381,100819.551,5941806972.7423
1616284800000,58144.44,58638.7,55403.55,57415.18,237518.696,13576194106.98524,2940088,115249.868,6588584990.97905
1616371200000,57415.19,58500.0,53635.81,54129.56,293062.947,16556509289.78695,3557593,140398.942,7936406259.2297
1616457600000,54129.56,55890.68,52981.4,54400.0,276199.041,15088688822.77058,3202573,134532.639,7351102130.74858
1616544000000,54400.0,57234.79,51666.0,52311.54,394172.526,21637316948.63563,4140709,189909.676,10427034831.44092
1616630400000,52307.89,53255.2,50452.08,51325.21,416848.091,21627711387.30238,4302154,204849.29,10630602356.39878
1616716800000,51325.21,55123.0,51260.0,55030.0,271957.842,14483003307.72439,2948225,136780.445,7286122829.28683
1616803200000,55030.0,56658.76,54001.0,55828.0,234435.346,12939134315.65276,2589316,117057.48,6461486294.95898
1616889600000,55828.0,56588.31,54694.91,55805.08,200603.768,11188756872.79973,2260517,97635.468,5446627096.1074
1616976000000,55804.16,58490.11,54931.15,57677.64,277215.268,15858571872.53349,3043409,138125.585,7902278216.89052
1617062400000,57676.14,59560.0,57110.0,58794.16,232824.065,13629362092.38509,2568718,115846.127,6782192557.11194
1617148800000,58794.17,59920.0,56812.0,58807.24,337038.349,19776038991.85102,3429371,165663.891,9722384780.61966
1617235200000,58810.99,59592.22,58002.0,58794.01,196332.114,11561694922.60452,2133428,94680.735,5576910250.62599
1617321600000,58797.56,60397.85,58490.03,59031.36,189391.958,11251166314.77901,2130064,92589.845,5501759219.26745
1617408000000,59028.99,59925.0,56900.0,57134.65,198636.171,11672141257.5295,2247303,93687.055,5507316845.02153
1617494400000,57134.65,58553.0,56517.23,58234.61,152454.122,8785593781.4487,1778714,74594.627,4298930356.92053
1617580800000,58234.61,59385.0,56808.94,59243.39,174338.646,10144751892.15272,2011408,86261.207,5020733701.78477
1617667200000,59243.4,59626.18,57500.0,58059.99,165562.029,9681501016.80336,1949118,78636.425,4599489382.51682
1617753600000,58060.0,58720.0,55536.07,56018.18,265271.707,15106714000.51917,2888669,127561.23,7266072196.91067
1617840000000,56018.17,58200.0,55759.13,58122.26,161389.858,9238696877.00206,1886407,79929.236,4575915375.846
1617926400000,58122.93,58950.0,57700.0,58176.03,141690.144,8260112160.68546,1631493,68304.747,3982540627.14329
1618012800000,58176.04,61800.0,57943.95,59832.43,240907.592,14476191585.21529,2568013,119096.213,7157469285.62444
1618099200000,59832.43,60816.88,59304.02,60090.2,148499.824,8896497492.08689,1746745,72619.76,4351151151.09791
1618185600000,60093.26,61449.91,59500.0,59911.18,196147.561,11824507197.55324,2141177,95108.161,5734975155.22372
1618272000000,59911.19,63850.0,59873.01,63649.71,279389.492,17408986053.32569,2892252,140923.132,8780939219.37818
1618358400000,63645.05,64986.11,61404.0,63019.1,323454.88,20512671253.01205,3346550,156510.701,9929585946.74859
1618444800000,63018.34,63905.83,62157.89,63232.55,178604.198,11249310339.67892,2024715,87075.284,5485022345.59523
1618531200000,63232.56,63600.0,60100.0,61424.67,255765.893,15740427372.09463,2804338,121036.23,7449257284.08417
1618617600000,61424.67,62610.0,59620.0,60090.14,194112.299,11862499746.34749,2207548,93148.597,5693534487.52435
1618704000000,60090.14,60450.0,50050.0,56140.05,522006.276,29025717493.56943,6123918,252168.822,14018811988.55912
1618790400000,56140.05,57532.7,54200.0,55634.39,285041.716,15980367367.83548,3236025,143616.601,8051128791.40327
1618876800000,55634.38,57060.0,53330.82,56410.56,324494.085,17936263515.6146,3582497,162242.595,8971427492.43393
1618963200000,56411.25,56756.78,53610.0,53800.0,252601.972,13965417339.88797,2845696,123964.306,6854806169.00296
1619049600000,53794.72,55470.51,50534.34,51714.61,453489.185,24205456559.06127,4873286,221218.308,11813566887.35889
1619136000000,51714.62,52152.0,47546.16,51122.62,554666.026,27531602634.09058,6054609,274558.141,13629077944.53636
1619222400000,51122.63,51183.51,48690.0,50092.4,299663.131,14965045326.88724,3282516,149703.941,7477472717.86995
1619308800000,50094.27,50577.9,46930.43,49063.94,310306.501,15286993330.1604,3435937,153656.562,7571006217.21005
1619395200000,49063.94,54364.89,48763.0,53984.33,390494.148,20594394185.15647,4041188,197841.645,10431552962.91697
1619481600000,53984.34,55500.0,53225.14,55006.25,225440.361,12306057432.26168,2477387,112884.676,6162834063.94718
1619568000000,55006.25,56574.13,53852.0,54861.77,263170.559,14420430887.67137,2888503,131082.5,7183518215.47213
1619654400000,54861.76,55222.02,52350.0,53558.8,257045.19,13822718178.83627,2688481,127031.172,6833291872.42656
1619740800000,53558.57,57935.0,53043.62,57684.16,294683.751,16384605220.97516,3019948,149518.525,8315079818.67337
1619827200000,57688.29,58488.17,57051.23,57836.34,207854.398,12008585817.99517,2169172,101536.816,5866748058.07978
1619913600000,57836.35,57959.97,56100.0,56630.33,203712.515,11572672993.01727,2158896,99756.992,5667719491.5747
1620000000000,56630.34,59056.59,56500.65,57214.83,271733.972,15734811253.15819,2777144,132370.598,7666370909.6023
1620086400000,57214.84,57253.76,53094.59,53263.32,388988.754,21460954657.1204,4022066,186838.898,10309863586.1052
1620172800000,53263.32,57940.0,52880.38,57497.77,317811.705,17803582010.46668,3168133,157928.022,8849371121.13764
1620259200000,57497.76,58450.0,55297.91,56435.35,275471.204,15686629190.12539,2863753,132665.788,7557562897.49729
1620345600000,56435.35,58800.0,55300.0,57350.88,256159.504,14595837163.97394,2804212,126475.962,7207953072.36045
1620432000000,57350.89,59590.96,56961.25,58924.98,264906.729,15519326694.29709,2983532,131000.734,7675508227.49895
1620518400000,58926.36,59335.19,56316.0,58292.53,245954.014,14240035980.97883,2634641,119645.903,6927804257.57439
1620604800000,58292.53,59654.0,53250.0,55869.67,396237.133,22695249844.91265,4094344,189136.115,10844077454.67398
1620691200000,55869.41,56908.66,54541.33,56710.43,267226.104,14894271373.24978,2884389,132260.278,7373159319.90101
1620777600000,56712.7,58049.99,48503.74,49595.76,472329.152,25827757899.75109,4959229,226300.237,12397437399.69988
1620864000000,49596.75,51358.0,45596.32,49707.9,652476.689,32261339754.84351,7526904,322110.313,15935570082.47099
1620950400000,49706.27,51533.0,48870.41,49873.27,319069.002,16003223041.87315,3217006,157823.335,7916975492.34399
1621036800000,49873.26,50709.43,46584.32,46793.41,442023.496,21481317002.84265,4479965,217900.451,10593652751.25961
1621123200000,46794.62,49829.39,43866.0,46429.28,604537.63,28364127431.87493,6085883,299652.078,14063688008.36275
1621209600000,46429.28,46655.0,42151.0,43566.18,809129.365,35658317191.93991,8158638,401014.247,17674388203.07161
1621296000000,43565.11,45846.61,42268.0,42882.53,590358.592,25938880316.66994,5914414,292955.199,12878099303.52242
1621382400000,42882.54,43615.93,28688.0,36689.14,1373851.849,52959873009.79825,14748747,669982.224,25845935628.43135
1621468800000,36689.14,42460.0,34882.0,40500.3,775185.113,30672617975.08359,9532573,394043.218,15593739946.04254
1621555200000,40500.0,42270.42,33400.0,37211.02,930671.747,35509680104.40348,10769140,469515.149,17925522942.5518
1621641600000,37210.01,38851.34,35201.11,37432.58,588166.784,21993863634.95327,6992444,297486.129,11127660763.09632
1621728000000,37436.0,38261.71,31096.7,34651.6,996815.017,34118866979.40657,11641510,506715.498,17345904702.89521
1621814400000,34656.53,39917.09,34366.0,38779.66,707903.071,26315302276.99865,7477510,360446.724,13400814836.74986
1621900800000,38783.58,39790.05,36439.32,38326.84,598836.411,22712004628.95159,6334066,298979.695,11341036451.33269
1621987200000,38326.84,40900.0,37804.76,39224.2,577032.81,22649858073.55562,5587876,282381.294,11086961304.74953
1622073600000,39224.21,40438.82,37133.22,38527.38,543338.566,21083767719.11829,5251225,271687.677,10546081512.4864
1622160000000,38527.38,38888.35,34689.57,35670.99,832363.425,30299787311.85723,7510187,412404.682,15015237037.52811
1622246400000,35670.99,37375.0,33650.0,34611.94,733902.825,25787790806.9165,7000689,367446.003,12913333052.2128
1622332800000,34611.95,36501.0,33356.0,35651.81,511834.746,18116421636.30937,4973296,257610.913,9120678575.43941
1622419200000,35651.8,37500.0,34150.0,37243.38,635082.121,22929964892.0569,5580461,321542.813,11612743466.13245
1622505600000,37244.36,37893.76,35500.0,36693.41,590822.54,21609364827.08958,5297320,291774.994,10673866023.68145
1622592000000,36694.37,38232.99,35905.0,37569.99,441719.806,16479965808.26946,4080217,223993.314,8358143926.28754
1622678400000,37570.0,39470.0,37150.15,39247.4,507429.005,19590443294.67527,4505482,254932.483,9843247414.77212
1622764800000,39247.4,39297.35,35552.51,36828.03,700625.866,25922946606.60956,6025185,345357.923,12774740375.75271
1622851200000,36828.03,37900.49,34800.0,35498.62,631028.448,22946553087.06278,5611429,314764.238,11449282806.42592
1622937600000,35497.93,36521.16,35201.86,35801.71,443601.064,15937978040.90477,3944742,223278.007,8024370238.93679
1623024000000,35801.71,36820.0,33200.0,33550.96,636735.873,22666564580.47221,5458401,310818.01,11073658295.09303
1623110400000,33550.97,34061.57,30969.0,33372.58,976693.026,31912200461.05386,8000201,498099.819,16278416362.2809
1623196800000,33372.58,37511.31,32390.0,37368.45,1031014.087,36050659489.10996,8470399,537306.363,18796151375.77446
1623283200000,37369.99,38489.0,35750.0,36669.66,803185.699,29775084407.93657,6960056,404579.353,15001513325.93235
1623369600000,36669.65,37679.54,35900.0,37300.42,586122.898,21668792470.73891,5557717,295845.744,10939750582.11919
1623456000000,37300.41,37432.95,34585.9,35537.05,623532.476,22229082760.92563,5782385,309751.368,11043722494.43351
1623542400000,35535.95,39374.18,34739.06,38993.65,647035.314,23729185499.53586,6085040,337261.471,12374577556.53247
1623628800000,38993.66,41000.0,38720.0,40489.1,704979.881,28043323953.58158,6811137,355119.315,14128754783.28046
1623715200000,40489.1,41413.0,39500.0,40132.86,632066.994,25426404028.57427,5854306,314409.675,12650483167.50543
1623801600000,40132.86,40495.0,38105.0,38344.97,673235.496,26431149487.44754,6317711,331713.202,13025303413.01145
1623888000000,38344.97,39565.0,37334.76,38060.71,603849.861,23274089670.0265,5362882,295854.255,11406245614.85416
1623974400000,38060.71,38198.0,35100.0,35811.41,790379.249,29108720481.11914,6722621,384890.019,14175092156.81465
1624060800000,35811.41,36471.8,34704.08,35483.0,642185.382,22933053073.80613,5504522,325285.229,11619914713.00306
