timestamp,open,high,low,close,volume,quote_volume,trade_count,taker_buy_vol,taker_buy_quote_vol
1609459200000,737.18,750.4,714.55,729.77,1952291.25,1435726001.9156,1022268,917268.532,674735299.19568
1609545600000,729.7,788.71,715.6,775.02,4176508.581,3166570113.30716,1675287,2045884.505,1551475925.67028
1609632000000,775.04,1022.51,769.19,980.24,9610267.802,8696957087.56834,3584354,4657677.769,4214597578.60845
1609718400000,980.23,1173.94,890.0,1043.11,12057661.067,12280790632.57096,5214614,5778764.348,5889966213.22539
1609804800000,1043.12,1138.92,974.23,1101.29,7526097.093,7963297766.14071,3756458,3629331.553,3840921611.10877
1609891200000,1101.29,1218.0,1057.3,1212.64,6952861.553,7952492225.25109,3494566,3321058.126,3800589046.70885
1609977600000,1212.98,1297.15,1150.0,1227.12,5807791.01,7101050891.0701,2990880,2772049.386,3390930251.65891
1610064000000,1227.5,1279.06,1064.6,1218.39,6994773.234,8338888162.52835,3819568,3312616.534,3949768897.76069
1610150400000,1218.55,1314.0,1173.0,1279.96,4157466.015,5122826054.03456,2332783,1987394.9,2450205641.03836
1610236800000,1279.96,1354.66,1168.49,1257.96,5913298.389,7633413010.30207,3326148,2781784.245,3593800626.94579
1610323200000,1257.95,1264.5,915.2,1086.94,11237262.772,11884458713.94124,6888480,5330729.574,5639590221.4675
1610409600000,1086.84,1153.13,1007.0,1050.82,5531356.605,5979396463.61216,3566320,2638374.932,2853269704.49428
1610496000000,1050.67,1138.63,987.21,1130.4,4029644.646,4284303782.76047,2781096,1944010.424,2068348623.5124
1610582400000,1130.4,1249.32,1087.68,1234.86,4079502.435,4801436186.55306,2522658,1960836.392,2308220044.12361
1610668800000,1234.5,1260.0,1070.0,1168.79,5020898.727,5936014554.3996,3358575,2392020.497,2828783904.10233
1610755200000,1168.65,1296.79,1152.13,1230.19,3980782.071,4882690374.13278,2865431,1912825.153,2346394635.14904
1610841600000,1230.32,1272.28,1165.0,1233.71,3396518.439,4148284417.37915,2848234,1651908.247,2018781238.7725
1610928000000,1233.61,1265.96,1183.2,1262.99,2562805.077,3145780782.70752,2072463,1238032.263,1520307506.40987
1611014400000,1263.0,1444.05,1255.51,1367.51,6288844.344,8661460016.5314,3890176,3015469.076,4153264139.37802
1611100800000,1367.38,1411.38,1236.35,1379.24,5844273.198,7735368865.48017,3605568,2787472.651,3691850377.50564
1611187200000,1379.23,1391.0,1083.4,1111.23,6820207.515,8422222242.52244,4232497,3225429.287,3984780487.02147
1611273600000,1111.82,1274.52,1041.13,1234.55,5475223.381,6400413550.76259,3498939,2678746.661,3132019760.24392
1611360000000,1234.54,1274.0,1197.0,1235.66,2920417.541,3621490157.81458,2103058,1422281.665,1764218917.94195
1611446400000,1235.65,1401.88,1221.51,1394.24,3768553.334,4990725961.73751,2620391,1895960.818,2510843703.70461
1611532800000,1394.23,1481.46,1293.0,1318.61,5138109.254,7203921848.3719,3373235,2446042.654,3432045420.66001
