timestamp,price,volume,bid,ask
2024-01-15 09:30:00.976,185.0,133,184.9856,185.0144
2024-01-15 09:30:03.007,184.9115,9,184.8969,184.9261
2024-01-15 09:30:03.482,184.8354,124,184.822,184.8489
2024-01-15 09:30:06.063,184.9116,296,184.8949,184.9283
2024-01-15 09:30:06.847,184.8772,49,184.87,184.8845
2024-01-15 09:30:07.294,184.8582,653,184.8504,184.866
2024-01-15 09:30:08.573,184.8397,292,184.8336,184.8458
2024-01-15 09:30:09.171,184.7115,131,184.6994,184.7236
2024-01-15 09:30:09.378,184.7295,20,184.7187,184.7403
2024-01-15 09:30:10.952,184.8588,160,184.8473,184.8703
2024-01-15 09:30:13.070,184.9621,228,184.9427,184.9815
2024-01-15 09:30:16.846,184.8955,240,184.8902,184.9008
2024-01-15 09:30:17.101,184.8612,22,184.8436,184.8788
2024-01-15 09:30:17.230,184.9116,280,184.8972,184.926
2024-01-15 09:30:20.100,185.0057,85,184.9881,185.0233
2024-01-15 09:30:20.974,185.0265,282,185.01,185.043
2024-01-15 09:30:21.758,185.0523,358,185.0355,185.0691
2024-01-15 09:30:22.683,185.0316,543,185.0125,185.0507
2024-01-15 09:30:23.033,184.9354,304,184.9289,184.942
2024-01-15 09:30:23.159,184.9607,172,184.9441,184.9772
2024-01-15 09:30:28.600,184.9549,401,184.9447,184.9651
2024-01-15 09:30:30.347,184.9911,269,184.9764,185.0057
2024-01-15 09:30:30.585,185.0765,423,185.0622,185.0908
2024-01-15 09:30:31.136,185.0823,1,185.073,185.0916
2024-01-15 09:30:37.740,185.1049,18,185.0935,185.1163
2024-01-15 09:30:38.052,185.1318,42,185.1123,185.1513
2024-01-15 09:30:39.676,185.0363,88,185.0165,185.0561
2024-01-15 09:30:43.612,184.879,475,184.8593,184.8987
2024-01-15 09:30:47.392,184.9155,75,184.8962,184.9349
2024-01-15 09:30:48.768,184.9065,761,184.8881,184.9249
2024-01-15 09:30:49.482,184.7363,123,184.7193,184.7533
2024-01-15 09:30:51.750,184.7707,174,184.7508,184.7907
2024-01-15 09:30:52.700,184.7395,248,184.7227,184.7564
2024-01-15 09:30:54.022,184.7032,153,184.6884,184.7179
2024-01-15 09:30:55.237,184.6562,48,184.6465,184.6659
2024-01-15 09:30:58.074,184.6399,249,184.6226,184.6572
2024-01-15 09:30:58.615,184.6313,69,184.6129,184.6497
2024-01-15 09:30:59.747,184.7284,60,184.7117,184.7451
2024-01-15 09:31:00.021,184.6892,308,184.672,184.7063
2024-01-15 09:31:01.892,184.7823,6,184.7749,184.7898
2024-01-15 09:31:01.895,184.8469,82,184.8394,184.8543
2024-01-15 09:31:02.032,184.8496,161,184.8336,184.8656
2024-01-15 09:31:04.934,184.8978,215,184.8814,184.9143
2024-01-15 09:31:07.349,184.8667,66,184.8575,184.876
2024-01-15 09:31:07.530,184.7417,18,184.7261,184.7573
2024-01-15 09:31:09.284,184.8567,143,184.8407,184.8727
2024-01-15 09:31:10.245,184.7975,51,184.7835,184.8115
2024-01-15 09:31:10.296,184.7473,40,184.7275,184.767
2024-01-15 09:31:10.915,184.7138,412,184.694,184.7335
2024-01-15 09:31:12.552,184.6891,535,184.6773,184.7009
2024-01-15 09:31:12.691,184.855,329,184.8497,184.8604
2024-01-15 09:31:15.709,184.8917,90,184.8839,184.8994
2024-01-15 09:31:15.854,184.8959,15,184.8787,184.9131
2024-01-15 09:31:16.900,184.8427,874,184.8287,184.8568
2024-01-15 09:31:19.034,184.8861,459,184.8732,184.899
2024-01-15 09:31:19.703,184.9165,202,184.907,184.9259
2024-01-15 09:31:23.673,185.0007,227,184.9876,185.0138
2024-01-15 09:31:23.682,185.0127,215,185.0044,185.021
2024-01-15 09:31:24.308,184.9209,73,184.9073,184.9345
2024-01-15 09:31:26.553,184.9402,26,184.9292,184.9511
2024-01-15 09:31:26.935,184.9934,191,184.9762,185.0105
2024-01-15 09:31:28.681,185.1401,220,185.1244,185.1559
2024-01-15 09:31:29.537,185.1377,308,185.1285,185.147
2024-01-15 09:31:30.523,185.1218,120,185.1086,185.135
2024-01-15 09:31:30.772,185.1115,101,185.0994,185.1235
2024-01-15 09:31:30.967,185.106,89,185.1002,185.1118
2024-01-15 09:31:31.348,185.1676,193,185.156,185.1792
2024-01-15 09:31:33.549,185.0041,201,184.9856,185.0226
2024-01-15 09:31:33.702,185.0669,177,185.0492,185.0846
2024-01-15 09:31:35.251,185.079,204,185.0646,185.0934
2024-01-15 09:31:35.959,185.111,192,185.1039,185.118
2024-01-15 09:31:36.563,185.0894,159,185.0776,185.1012
2024-01-15 09:31:36.922,185.1462,114,185.1348,185.1576
2024-01-15 09:31:40.015,185.1982,144,185.1797,185.2167
2024-01-15 09:31:40.444,185.1471,102,185.1405,185.1536
2024-01-15 09:31:41.094,185.1946,106,185.1819,185.2074
2024-01-15 09:31:41.109,185.2354,70,185.2298,185.2411
2024-01-15 09:31:43.268,185.3238,103,185.3101,185.3375
2024-01-15 09:31:43.928,185.3634,71,185.3569,185.3699
2024-01-15 09:31:44.116,185.2924,146,185.2826,185.3021
2024-01-15 09:31:45.118,185.2346,162,185.2231,185.246
2024-01-15 09:31:46.078,185.2218,112,185.2087,185.2348
2024-01-15 09:31:46.363,185.1222,92,185.1167,185.1277
2024-01-15 09:31:49.111,185.1319,309,185.1238,185.14
2024-01-15 09:31:53.092,185.094,112,185.0768,185.1111
2024-01-15 09:31:53.223,185.1044,268,185.0849,185.1239
2024-01-15 09:31:54.655,185.1304,589,185.1142,185.1467
2024-01-15 09:31:56.167,185.0928,458,185.0735,185.112
2024-01-15 09:31:56.245,185.0164,56,185.0082,185.0246
2024-01-15 09:31:58.765,185.0167,666,185.0058,185.0276
2024-01-15 09:31:59.686,185.0437,64,185.0255,185.0619
2024-01-15 09:31:59.721,185.0735,172,185.0676,185.0794
2024-01-15 09:32:00.601,185.091,419,185.0784,185.1037
2024-01-15 09:32:01.369,185.1431,323,185.1248,185.1615
2024-01-15 09:32:03.319,185.1587,1,185.1501,185.1672
2024-01-15 09:32:05.798,185.2122,105,185.1955,185.229
2024-01-15 09:32:06.224,185.1636,443,185.1496,185.1776
2024-01-15 09:32:06.318,185.159,26,185.1538,185.1643
2024-01-15 09:32:11.587,185.119,159,185.1026,185.1355
2024-01-15 09:32:14.051,185.0517,40,185.0455,185.0579
2024-01-15 09:32:18.190,185.0533,102,185.0383,185.0683
2024-01-15 09:32:21.465,184.9307,266,184.923,184.9384
2024-01-15 09:32:25.594,185.0082,854,184.9993,185.0171
2024-01-15 09:32:28.996,185.0252,134,185.0081,185.0423
2024-01-15 09:32:30.107,184.9856,174,184.9765,184.9947
2024-01-15 09:32:30.541,184.9383,193,184.9194,184.9573
2024-01-15 09:32:31.769,184.8493,26,184.8351,184.8635
2024-01-15 09:32:35.300,184.8801,131,184.8691,184.8911
2024-01-15 09:32:37.675,184.8728,351,184.8565,184.8892
2024-01-15 09:32:40.076,184.9037,53,184.8967,184.9107
2024-01-15 09:32:40.426,184.9503,42,184.9449,184.9557
2024-01-15 09:32:44.420,184.9491,303,184.9427,184.9555
2024-01-15 09:32:46.290,184.8612,738,184.8439,184.8784
2024-01-15 09:32:47.301,184.9834,179,184.9693,184.9976
2024-01-15 09:32:48.122,184.9721,249,184.9607,184.9836
2024-01-15 09:32:51.587,184.9795,1086,184.9674,184.9916
2024-01-15 09:32:53.617,185.0013,163,184.988,185.0146
2024-01-15 09:32:54.474,185.0833,28,185.071,185.0956
2024-01-15 09:32:54.677,185.1371,66,185.1262,185.1481
2024-01-15 09:32:55.442,185.2402,37,185.2206,185.2599
2024-01-15 09:32:55.916,185.3001,214,185.2947,185.3054
2024-01-15 09:32:56.540,185.3406,1236,185.3348,185.3465
2024-01-15 09:32:58.019,185.3922,282,185.3839,185.4005
2024-01-15 09:33:01.169,185.5082,225,185.4957,185.5208
2024-01-15 09:33:02.060,185.5759,312,185.5707,185.5811
2024-01-15 09:33:03.775,185.5625,149,185.5443,185.5808
2024-01-15 09:33:07.451,185.5754,3,185.556,185.5948
2024-01-15 09:33:08.880,185.5179,55,185.4993,185.5365
2024-01-15 09:33:10.392,185.4562,136,185.4421,185.4702
2024-01-15 09:33:12.002,185.6175,61,185.5997,185.6354
2024-01-15 09:33:12.038,185.6929,386,185.6764,185.7095
2024-01-15 09:33:18.733,185.6947,87,185.6804,185.709
2024-01-15 09:33:26.014,185.7226,91,185.7043,185.7408
2024-01-15 09:33:26.850,185.8278,56,185.8127,185.843
2024-01-15 09:33:27.904,185.8221,9,185.8133,185.831
2024-01-15 09:33:35.016,185.7928,680,185.7796,185.8059
2024-01-15 09:33:35.125,185.8408,191,185.8232,185.8584
2024-01-15 09:33:35.216,185.8411,12,185.8318,185.8505
2024-01-15 09:33:36.217,185.7519,260,185.7346,185.7693
2024-01-15 09:33:38.329,185.741,28,185.7244,185.7575
2024-01-15 09:33:40.314,185.8677,89,185.859,185.8764
2024-01-15 09:33:40.529,185.786,46,185.7769,185.7951
2024-01-15 09:33:40.945,185.7776,384,185.761,185.7941
2024-01-15 09:33:41.471,185.742,222,185.7238,185.7602
2024-01-15 09:33:43.544,185.7186,58,185.7057,185.7315
2024-01-15 09:33:44.776,185.7978,84,185.7875,185.8081
2024-01-15 09:33:46.877,185.8733,21,185.8605,185.886
2024-01-15 09:33:46.951,185.8713,217,185.8574,185.8852
2024-01-15 09:34:04.624,185.9637,98,185.9494,185.978
2024-01-15 09:34:05.107,186.0246,41,186.0178,186.0313
2024-01-15 09:34:06.773,186.0672,112,186.055,186.0793
2024-01-15 09:34:06.839,185.9198,22,185.9053,185.9343
2024-01-15 09:34:07.238,185.9884,83,185.9697,186.0071
2024-01-15 09:34:10.188,186.1025,171,186.0904,186.1147
2024-01-15 09:34:14.230,186.113,443,186.1035,186.1225
2024-01-15 09:34:17.218,186.1002,337,186.0879,186.1124
2024-01-15 09:34:18.183,186.1213,56,186.111,186.1315
2024-01-15 09:34:19.506,186.1748,2,186.1581,186.1915
2024-01-15 09:34:20.495,186.1555,111,186.1452,186.1659
2024-01-15 09:34:21.169,186.1928,266,186.1736,186.2119
2024-01-15 09:34:21.550,186.1276,58,186.1138,186.1414
2024-01-15 09:34:24.870,186.1453,151,186.1381,186.1526
2024-01-15 09:34:24.919,186.1334,48,186.1169,186.1498
2024-01-15 09:34:25.719,186.0954,3,186.0875,186.1033
2024-01-15 09:34:26.502,186.0522,125,186.0427,186.0617
2024-01-15 09:34:30.283,186.1187,47,186.1093,186.1281
2024-01-15 09:34:30.827,186.2325,65,186.2147,186.2504
2024-01-15 09:34:35.775,186.2331,692,186.2193,186.2469
2024-01-15 09:34:35.956,186.3287,124,186.3232,186.3343
2024-01-15 09:34:36.473,186.4416,106,186.4357,186.4475
2024-01-15 09:34:42.807,186.3627,129,186.3499,186.3755
2024-01-15 09:34:43.563,186.396,18,186.3821,186.4099
2024-01-15 09:34:43.712,186.5381,194,186.5287,186.5475
2024-01-15 09:34:46.859,186.5447,1,186.5353,186.5541
2024-01-15 09:34:47.564,186.5695,52,186.5584,186.5807
2024-01-15 09:34:47.572,186.6354,136,186.6204,186.6504
2024-01-15 09:34:51.454,186.6571,213,186.643,186.6713
2024-01-15 09:34:52.990,186.6667,250,186.657,186.6764
2024-01-15 09:34:55.882,186.6606,208,186.6468,186.6744
2024-01-15 09:34:56.232,186.5798,238,186.5731,186.5865
2024-01-15 09:34:58.358,186.5066,311,186.4948,186.5184
2024-01-15 09:34:58.802,186.5686,195,186.549,186.5883
2024-01-15 09:34:59.297,186.6014,10,186.5895,186.6133
2024-01-15 09:35:02.137,186.7406,35,186.7251,186.7561
2024-01-15 09:35:03.684,186.7243,115,186.7179,186.7306
2024-01-15 09:35:04.093,186.6949,317,186.6873,186.7025
2024-01-15 09:35:05.063,186.7136,165,186.707,186.7201
2024-01-15 09:35:08.916,186.6321,211,186.6261,186.6381
2024-01-15 09:35:08.939,186.6607,55,186.6437,186.6777
2024-01-15 09:35:09.892,186.5895,172,186.5777,186.6012
2024-01-15 09:35:10.480,186.6394,711,186.6204,186.6584
2024-01-15 09:35:12.120,186.6653,26,186.6466,186.684
2024-01-15 09:35:13.128,186.7132,74,186.7076,186.7188
2024-01-15 09:35:15.225,186.7437,36,186.7341,186.7532
2024-01-15 09:35:15.529,186.7723,202,186.76,186.7846
2024-01-15 09:35:16.747,186.7251,83,186.7143,186.7359
2024-01-15 09:35:17.895,186.7334,102,186.728,186.7388
2024-01-15 09:35:20.176,186.7708,162,186.7646,186.7771
2024-01-15 09:35:21.019,186.7566,4,186.7455,186.7677
2024-01-15 09:35:22.032,186.7464,153,186.732,186.7607
2024-01-15 09:35:22.032,186.6424,359,186.6324,186.6523
2024-01-15 09:35:22.032,186.7663,241,186.7596,186.773
2024-01-15 09:35:22.032,186.8419,46,186.834,186.8498
2024-01-15 09:35:22.032,186.783,315,186.7727,186.7934
2024-01-15 09:35:22.032,186.6948,3,186.6779,186.7118
2024-01-15 09:35:22.032,186.5982,152,186.5843,186.6122
2024-01-15 09:35:22.032,186.5419,374,186.5318,186.552
2024-01-15 09:35:22.032,186.5674,361,186.5504,186.5845
2024-01-15 09:35:22.032,186.6921,606,186.6728,186.7113
2024-01-15 09:35:22.032,186.6575,302,186.6487,186.6663
2024-01-15 09:35:48.417,186.6264,193,186.6102,186.6425
2024-01-15 09:35:48.845,186.6075,340,186.5947,186.6202
2024-01-15 09:35:51.238,186.6761,31,186.6612,186.691
2024-01-15 09:35:56.629,186.6254,93,186.6174,186.6333
2024-01-15 09:36:01.744,186.5835,964,186.5757,186.5914
2024-01-15 09:36:02.552,186.6094,71,186.6028,186.616
2024-01-15 09:36:06.835,186.6221,71,186.6115,186.6328
2024-01-15 09:36:07.149,186.6572,4,186.6403,186.6741
2024-01-15 09:36:07.300,186.5941,303,186.5813,186.6069
2024-01-15 09:36:08.213,186.4677,1,186.4567,186.4787
2024-01-15 09:36:09.068,186.4833,225,186.4729,186.4938
2024-01-15 09:36:09.217,186.5059,51,186.5004,186.5114
2024-01-15 09:36:09.839,186.3984,40,186.39,186.4067
2024-01-15 09:36:09.869,186.3158,65,186.2999,186.3317
2024-01-15 09:36:10.601,186.1813,553,186.1639,186.1987
2024-01-15 09:36:15.341,186.1498,634,186.1358,186.1639
2024-01-15 09:36:19.214,186.3057,96,186.2916,186.3197
2024-01-15 09:36:19.941,186.3912,48,186.3745,186.4078
2024-01-15 09:36:20.645,186.3254,6,186.3113,186.3395
2024-01-15 09:36:23.535,186.3263,17,186.3103,186.3424
2024-01-15 09:36:23.633,186.4296,146,186.417,186.4421
2024-01-15 09:36:23.956,186.4198,1,186.4133,186.4264
2024-01-15 09:36:29.190,186.3555,103,186.3392,186.3717
2024-01-15 09:36:32.194,186.2969,269,186.2892,186.3046
2024-01-15 09:36:34.486,186.3732,89,186.3633,186.383
2024-01-15 09:36:36.252,186.1639,357,186.146,186.1817
2024-01-15 09:36:38.501,186.1427,20,186.135,186.1505
2024-01-15 09:36:38.771,186.1468,474,186.1356,186.158
2024-01-15 09:36:41.626,186.1597,56,186.1518,186.1675
2024-01-15 09:36:42.335,186.1204,151,186.1078,186.133
2024-01-15 09:36:42.633,186.1756,56,186.168,186.1832
2024-01-15 09:36:46.575,186.2184,3,186.2002,186.2366
2024-01-15 09:36:47.015,186.253,60,186.2385,186.2675
2024-01-15 09:36:48.586,186.2926,717,186.2786,186.3065
2024-01-15 09:36:48.716,186.3283,80,186.3126,186.344
2024-01-15 09:36:51.634,186.3223,165,186.3105,186.334
2024-01-15 09:36:54.672,186.3818,51,186.3631,186.4005
2024-01-15 09:37:00.358,186.4471,131,186.4294,186.4649
2024-01-15 09:37:00.670,186.441,274,186.4216,186.4604
2024-01-15 09:37:01.381,186.5111,93,186.4926,186.5296
2024-01-15 09:37:03.192,186.5301,28,186.5106,186.5495
2024-01-15 09:37:06.856,186.5958,109,186.5758,186.6158
2024-01-15 09:37:07.051,186.6234,513,186.6062,186.6406
2024-01-15 09:37:08.795,186.6432,56,186.6275,186.6589
2024-01-15 09:37:10.159,186.7348,586,186.7264,186.7432
2024-01-15 09:37:10.453,186.7665,80,186.7472,186.7859
2024-01-15 09:37:10.479,186.7208,207,186.7151,186.7266
2024-01-15 09:37:11.853,186.6175,10,186.5987,186.6362
2024-01-15 09:37:12.266,186.6679,35,186.655,186.6808
2024-01-15 09:37:12.812,186.6838,388,186.6716,186.696
2024-01-15 09:37:13.315,186.626,229,186.611,186.6411
2024-01-15 09:37:15.128,186.5761,3,186.5667,186.5855
2024-01-15 09:37:15.584,186.6203,19,186.6033,186.6373
2024-01-15 09:37:16.598,186.6865,12,186.6684,186.7046
2024-01-15 09:37:17.435,186.785,122,186.7767,186.7933
2024-01-15 09:37:21.595,186.6738,172,186.6546,186.693
2024-01-15 09:37:21.775,186.7796,184,186.7667,186.7926
2024-01-15 09:37:23.530,186.8148,92,186.7995,186.8302
2024-01-15 09:37:24.442,186.7707,133,186.763,186.7783
2024-01-15 09:37:25.668,186.7551,82,186.7401,186.7702
2024-01-15 09:37:28.285,186.6773,240,186.6702,186.6844
2024-01-15 09:37:29.217,186.7387,142,186.7323,186.7451
2024-01-15 09:37:32.541,186.7599,66,186.7439,186.7759
2024-01-15 09:37:34.215,186.7822,151,186.7643,186.8001
2024-01-15 09:37:34.946,186.7605,258,186.7485,186.7725
2024-01-15 09:37:39.313,186.7948,711,186.7837,186.806
2024-01-15 09:37:41.179,186.9046,101,186.8995,186.9097
2024-01-15 09:37:41.432,186.8909,179,186.8737,186.9082
2024-01-15 09:37:41.986,186.8979,231,186.8926,186.9032
2024-01-15 09:37:42.373,186.914,234,186.9053,186.9226
2024-01-15 09:37:42.864,186.8751,139,186.8599,186.8903
2024-01-15 09:37:44.525,186.7085,285,186.6897,186.7272
2024-01-15 09:37:45.259,186.8356,146,186.8282,186.8429
2024-01-15 09:37:47.224,186.7899,789,186.7706,186.8092
2024-01-15 09:37:47.498,186.7298,160,186.7102,186.7493
2024-01-15 09:37:50.414,186.7836,68,186.778,186.7892
2024-01-15 09:37:50.552,186.7042,456,186.687,186.7215
2024-01-15 09:37:51.436,186.773,246,186.7593,186.7867
2024-01-15 09:37:51.800,186.7578,14,186.7466,186.769
2024-01-15 09:37:51.855,186.7137,280,186.6992,186.7282
2024-01-15 09:37:52.375,186.7172,11,186.6981,186.7364
2024-01-15 09:37:52.402,186.6759,16,186.6567,186.6951
2024-01-15 09:37:52.727,186.6157,212,186.5987,186.6327
2024-01-15 09:37:53.478,186.5954,309,186.5861,186.6047
2024-01-15 09:37:54.166,186.5676,500,186.5606,186.5747
2024-01-15 09:37:56.477,186.5822,497,186.5693,186.5951
2024-01-15 09:37:57.194,186.7142,131,186.6998,186.7286
2024-01-15 09:37:58.134,186.7325,192,186.7144,186.7505
2024-01-15 09:37:59.577,186.6486,480,186.6367,186.6605
2024-01-15 09:38:00.598,186.7519,666,186.7404,186.7634
2024-01-15 09:38:00.893,186.7194,276,186.7081,186.7307
2024-01-15 09:38:02.292,186.7117,31,186.7051,186.7182
2024-01-15 09:38:02.371,186.7263,709,186.7152,186.7375
2024-01-15 09:38:02.713,186.7469,133,186.739,186.7548
2024-01-15 09:38:03.052,186.6428,230,186.6258,186.6598
2024-01-15 09:38:05.504,186.5119,476,186.4948,186.5289
2024-01-15 09:38:05.765,186.4764,450,186.4597,186.4931
2024-01-15 09:38:08.824,186.508,868,186.4992,186.5169
2024-01-15 09:38:08.965,186.4885,136,186.4776,186.4994
2024-01-15 09:38:09.257,186.4963,65,186.4903,186.5024
2024-01-15 09:38:10.566,186.4752,313,186.4624,186.4879
2024-01-15 09:38:11.020,186.4222,614,186.41,186.4343
2024-01-15 09:38:11.733,186.4585,887,186.4426,186.4744
2024-01-15 09:38:12.246,186.5311,102,186.5147,186.5475
2024-01-15 09:38:13.907,186.5321,90,186.5195,186.5447
2024-01-15 09:38:13.913,186.3815,5,186.368,186.3949
2024-01-15 09:38:14.419,186.3565,50,186.3402,186.3729
2024-01-15 09:38:14.904,186.4068,407,186.3924,186.4211
2024-01-15 09:38:15.620,186.403,106,186.3979,186.408
2024-01-15 09:38:15.891,186.4517,1,186.4321,186.4713
2024-01-15 09:38:17.059,186.563,84,186.5449,186.5811
2024-01-15 09:38:19.996,186.5503,145,186.5398,186.5607
2024-01-15 09:38:21.076,186.5415,121,186.5286,186.5544
2024-01-15 09:38:21.216,186.5377,231,186.5257,186.5497
2024-01-15 09:38:21.832,186.5726,211,186.5605,186.5848
